text,author
"""Not only that we should be waiting for the same train, and at the same station that would be curious enough but actually on the same day, and the same hour of the day!",Lewis Caroll
The years drifted on.,Mark_Twain
"""I'll take more care this time.",Lewis Caroll
We bowed.,Jane Austen
"He went towards it, and it came to meet him, copying each step that he made, and stopping when he stopped himself.",Oscar Wilde
"“Never go into a Chinese place alone,” say the Police, and swing open a postern gate in a strong, green door.",Rudyard Kipling
"Brutus, come apace, And see how I regarded Caius Cassius.",William Shakespeare
CASCA.,William Shakespeare
"Although it is so long ago, and past and gone, and everything is wholly changed, I could not bear to think that you, who love so well, should think I did not truly love him once.",Charles Dickens
"""She would have doted on him, if her sister could have brought it about; but I watched them.",Charles Dickens
CASSIUS.,William Shakespeare
"It was a balloon, we learned, which had left Saint Quentin at half-past five that evening.",Robert Louis Stevenson
"She set him in his small chair, and said,  “Wait a little till I come, dear; then we will talk about the matter”.",Mark_Twain
So he ”  “See him smile!,Mark_Twain
Tell me what to do and I will do it”.,Mark_Twain
"How she endeavoured to keep friendship both with Peter and Martin, and trimmed for some time between the two, not without countenancing and assisting at the same time many of Jack’s followers; but finding, no possibility of reconciling all the three brothers, because each would be master, and allow no other salves, powders, or plasters to be used but his own, she discarded all three, and set up a shop for those of her own farm, well furnished with powders, plasters, salves, and all other drugs necessary, all right and true, composed according to receipts made by physicians and apothecaries of her own creating, which they extracted out of Peter’s, and Martin’s, and Jack’s receipt-books, and of this medley or hodge-podge made up a dispensatory of their own, strictly forbidding any other to be used, and particularly Peter’s, from which the greatest part of this new dispensatory was stolen.",Jonathan Swift
"I hear none, madam.",William Shakespeare
"I suppose I shall not see them any more, and yet as a family party we are so stupid, that I do not know what to do with myself.",Jane Austen
"That it was true the testament of their good father was very exact in what related to the wearing of their coats; yet was it no less penal and strict in prescribing agreement, and friendship, and affection between them.",Jonathan Swift
"One is ""5,"" but, as no working is given with it, it must, in accordance with the rule, remain ""a deed without a name"".",Lewis Caroll
"I may have a wrong idea of wisdom, but I think that was a very wise remark.",Robert Louis Stevenson
"In the flats above the pilots’ room are hushed and chapel-like offices, all sumptuously fitted, where Englishmen write and telephone and telegraph, and deft Babus forever draw maps of the shifting Hugli.",Rudyard Kipling
MESSALA.,William Shakespeare
There is in mankind a certain  Hic multa  desiderantur and this I take to be a clear solution of the matter.,Jonathan Swift
"DENVER, June 20.",Mark_Twain
"Besides, I ha’ not since put up my sword, Against the Capitol I met a lion, Who glared upon me, and went surly by, Without annoying me.",William Shakespeare
"Name that lode, please”.",Mark_Twain
"""Never mind!""",Lewis Caroll
"There is no harm intended to your person, Nor to no Roman else.",William Shakespeare
What a spirit he has”!,Jane Austen
Thou art not one of us.,Oscar Wilde
"""Yes,"" said Mrs. Snitchey, confidently, ""and you know it to beware of that man to observe his eye and now to tell me whether I was right, and whether at that moment he knew secrets which he didn't choose to tell"".",Charles Dickens
"He thought for a moment, and looked round at the rest of the room.",Oscar Wilde
"Friends, I owe more tears To this dead man than you shall see me pay.",William Shakespeare
"A groan was the young man's only reply; while his convulsed features and the deep wrinkles that chased each other across his manly brow, revealed the abyss of arithmetical agony into which one chance question had plunged him.",Lewis Caroll
"You will find a third gravely taking the dimensions of his kennel, a person of foresight and insight, though kept quite in the dark; for why, like Moses, Ecce cornuta erat ejus facies.",Jonathan Swift
You can trouble the busy workers of half-a-dozen departments before you stumble upon the black-stained staircase that leads to an upper chamber looking out over a populous street.,Rudyard Kipling
Without doubt Monsieur was rich; and in that case he might make a canal boat as pretty as a villa—joli comme un château.,Robert Louis Stevenson
Sixty.,Mark_Twain
"Then the boxes are built round and raised to a level with the scene, in deference to the ladies, because that large portion of wit laid out in raising pruriences and protuberances is observed to run much upon a line, and ever in a circle.",Jonathan Swift
A thick growth of chaparral extended down the mountainside clear to Flint's cabin; the most of Fetlock's labor was done in the dark intricacies of that stubborn growth; the rest of it was done in his own shanty.,Mark_Twain
"""Just twelve, Sir.",Charles Dickens
"This shall mark Our purpose necessary, and not envious; Which so appearing to the common eyes, We shall be call’d purgers, not murderers.",William Shakespeare
"Coffree slave-boys who could play on the French horn, and even a very elegant, neat coach with a genteel rutlan roof ornamented with flowers very highly finished, ten best polished plate glasses, ornamented with a few elegant medallions enriched with mother-o’-pearl, that she might take her drive on the course as befitted a factor’s wife.",Rudyard Kipling
"They also howl up-country, but there the halls for mass-meetings are few, and the vernacular papers fewer, and with a zubbardusti Secretary and a President whose favor is worth the having and whose wrath is undesirable, men are kept clean despite themselves, and may not poison their neighbors.",Rudyard Kipling
"There is nothing so much alive, and yet so quiet, as a woodland; and a pair of people, swinging past in canoes, feel very small and bustling by comparison.",Robert Louis Stevenson
"Accost the hole of another kennel, first stopping your nose, you will behold a surly, gloomy, nasty, slovenly mortal, raking in his own dung and dabbling in his urine.",Jonathan Swift
"How Martin, getting abroad in this mad fit, looked so like Peter in his air and dress, and talked so like him, that many of the neighbours could not distinguish the one from the other; especially when Martin went up and down strutting in Peter’s armour, which he had borrowed to fight Jack {165a}.",Jonathan Swift
"“I know it,” said Pat.",Mark_Twain
CAESAR.,William Shakespeare
But the things he said of me to you that is a different matter.,Mark_Twain
"He crept back, and thrust the knife into his belt, and a feeling of awe came over him.",Oscar Wilde
You’ll be more confused in ten minutes.,Rudyard Kipling
But take this smiling country as it stands.,Charles Dickens
F. LEE.,Lewis Caroll
"“My sweet Girl (said Lady Scudamore embracing me with great affection) what a delicate way of thinking you have in these matters, and what a quick discernment for one of your years!",Jane Austen
I found it in the barrel and there's another one there”.,Mark_Twain
"OLD KING COLE rightly points out that the series, 2, 1, &c., is a decreasing Geometrical Progression: while VINDEX rightly identifies the fallacy as that of ""Achilles and the Tortoise"".",Lewis Caroll
"If we were charged so much a head for sunsets, or if God sent round a drum before the hawthorns came in flower, what a work should we not make about their beauty!",Robert Louis Stevenson
"The Jewels I should imagine too will undoubtedly be hers, and there is too much reason to think that she will preside at her Husbands table in preference to his Daughter.",Jane Austen
Let him rest.,Mark_Twain
I hope so”.,Mark_Twain
